1;47,222279;38,86743;Таганрог;Аптека №3;улица Пархоменко, 7г;отсутствует;88634378805;8;21
2;47,22202065;38,86757799;;Юг-Фарма;улица Пархоменко, 5/11;http://yug-farma.ru/;88634431302;8;21
3;47,221314;38,867697;;Implozia;улица Пархоменко, 5а;отсутствует;88001001112;;21
4;47,22174;38,867741;;;улица Пархоменко, 5/6;https://social-apteka.ru;88001000103;8;22
5;47,22292438;38,86669613;;;улица Пархоменко, 7/1;отсутствует;отсутствует;8;21
6;47,23045;38,894989;;;Северная площадь, 3/2;отсутствует;88634641241;-1;-1
7;47,23052381;38,90198782;;;улица Фрунзе, 192;отсутствует;88634312244;8;20
8;47,248992;38,918833;;;улица Дзержинского, 152;https://social-apteka.ru;88634625543;0;25
9;47,248851;38,918331;;;улица Дзержинского, 152;отсутствует;отсутствует;0;25
10;47,25184603;38,91822255;;;улица Дзержинского, 154/3;отсутствует;отсутствует;8;21
11;47,257767;38,917658;;;улица Дзержинского, 179;http://yug-farma.ru/pharmacy/62;88632690908;;22
12;47,2545277;38,91760767;;;улица Дзержинского, 169;https://apteka-april.ru/;88002009001;8;20
13;47,25358464;38,91858972;;; улица Дзержинского, 156;отсутствует;88634603642;8;17
14;47,26051133;38,91755139;;;улица Дзержинского, 191;отсутствует;88634375235;8;20
15;47,227882;38,870523;;;Мариупольское шоссе, 11а;http://www.sovetapteka.ru/;89287566304;9;21
16;47,259256;38,917607;;;улица Дзержинского, 185;отсутствует;отсутствует;-1;-1
17;47,259746;38,911704;;;улица Москатова, 31/10;https://social-apteka.ru/;88001000103;8;21
18;47,262091;38,917142;;;улица Дзержинского, 185;http://social-apteka.ru/;88634602206;;22
19;47,260539;38,913886;;;улица Москатова, 25;https://www.дешёваяаптека.рф;88634601875;8;20
20;47,21852415;38,9209321;;;улица Фрунзе, 72;отсутствует;88634312244;8;20
21;47,25990019;38,91240112;;;улица Москатова, 27а;https://apteka-april.ru/;88002009001;8;20
22;47,24974;38,918692;;;улица Пальмиро Тольятти, 14а;отсутствует;отсутствует;8;21
23;47,221822;38,916295;;;улица Дзержинского, 1;отсутствует;88634621844;0;25
24;47,275742;38,905516;;;7-ой Новый, 79;http://www.maks-farm.ru/;88634683330;8;22
25;47,26549632;38,89533464;;;5-й Линейный, 121;отсутствует;88634360620;-1;-1
26;47,259101;38,911236;;;улица Москатова, 31;https://vitaexpress.ru/;88007550003;9;19
27;47,261912;38,916472;;;улица Москатова, 6/2;http://www.stoletov.ru/;88634678300;7;22
28;47,262472;38,91802;;;улица Москатова, 8;отсутствует;88634679867;8;20
29;47,26303337;38,9188551;;; улица Москатова, 6/2;отсутствует;88007757533;7;22
30;47,26269844;38,91990653;;;улица Москатова, 13;https://www.дешёваяаптека.рф;88634477155;8;20
31;47,26290959;38,92051807;;;улица Москатова, 13;отсутствует;88634375984;8;22
32;47,258844;38,90185;;;улица Лизы Чайкиной, 57;https://stoletov.ru/;88007751100;8;19
33;47,230529;38,874929;;;улица 2-ая Советская, 74а;http://www.planetazdorovo.ru/;88007550500;0;25
34;47,240897;38,88193;;;улица Комарова, 6/2;отсутствует;88634368551;-1;-1
35;47,220667;38,867501;;;улица Чехова, 335;https://www.дешёваяаптека.рф;88634318842;8;20
36;47,220777;38,889415;;;улица Чехова, 269а;отсутствует;отсутствует;8;20
37;47,213459;38,923422;;;улица Александровская, 80;отсутствует;88634669096;-1;-1
38;47,213136;38,91693;;;Гоголевский переулок, 31;http://social-apteka.ru/;89054255690;7;21
39;47,25421567;38,92492263;;;улица Дзержинского, 154/3;отсутствует;88634601599;8;21
40;47,250241;38,910153;;;улица Пальмиро Тольятти, 30;отсутствует;88634601701;-1;-1
41;47,24006282;38,91780292;;;улица Заводская 142б;отсутствует;88634621844;8;22
42;47,239904;38,886871;;;улица Седова, 10;отсутствует;отсутствует;8;20
43;47,227257;38,876425;;;улица Ломоносова, 55/2;отсутствует;88632633600;8;21
44;47,20790014;38,89240146;;;улица Свободы, 20;http://yug-farma.ru/;88634370463;8;21
45;47,20953954;38,89054101;;;улица Свободы, 28;https://www.дешёваяаптека.рф;88634379844;8;20
46;47,20438702;38,89730368;;;улица Ломакина, 125;http://tagvetklinik.ru/;88634369036;0;25
47;47,21883;38,920749;;;Гоголевский переулок, 7;отсутствует;отсутствует;8;22
48;47,21803032;38,85713601;;;улица Чехова, 355/1;http://social-apteka.ru/;88634387707;8;22
49;47,217118;38,923642;;;Спартаковский переулок, 3;http://social-apteka.ru/;88634362704;8;21
50;47,21216748;38,91537366;;;Гоголевский переулок, 26в;https://www.дешёваяаптека.рф;88634612011;7;19
51;47,212646;38,916443;;;Гоголевский переулок, 29;отсутствует;отсутствует;-1;-1
52;47,212612;38,925399;;;улица Александровская, 74а;отсутствует;88634391010;8;21
53;47,213942;38,927743;;;улица Фрунзе, 43;https://www.дешёваяаптека.рф;88634383395;8;20
54;47,21082061;38,923909;;;переулок Антона Глушко, 32;http://doctor-bobok.ru/?page_id=87;89282143094;-1;-1
55;47,208858;38,93347;;;улица Александровская, 42;https://social-apteka.ru/;отсутствует;8;22
56;47,20749095;38,94189545;;;улица Петровская, 14;отсутствует;отсутствует;9;21
57;47,2605;38,917553;;;улица Дзержинского, 191;https://apteka-april.ru/;88002009001;8;20
58;47,27151613;38,93087673;;;1-й Новый переулок, 6;отсутствует;отсутствует;-1;-1
59;47,277666;38,925037;;;1-ый Новый перулок;http://www.maks-farm.ru/;88634683330;8;22
60;47,27604;38,927493;;;1-ый Новый перулок, 12б;отсутствует;88634324073;-1;-1
